	Citrus Fire	RN17	Hliana	Rocky Hemp	Bialobrzeskie	Colorado Cherry	Stable Fire Cherry 308	CW x Harlequin Tsunami	USO-31 (A)	Cherry Wine (B)	Fibranova	Nebraska Feral x AC/DC	SS Alpha	Cherry Wine (C)	RN-13A (A)	Authentic Hemp	Bama	RN-13A (B)	FL70 S1	Tangerine (A)	Franklin	Kataini	Martha	X-59	Elektra (B)	Cascade OG	Grandi	URCBD 1	URCBD 7	Han-FH-Q	Oregon CBD	Illinois Feral	Sour Space Candy (B)	SC-1 x Logan	Brilliance (herm)	Otto II (B)	Keystone NY Feral	#5	Cherry (A)	Sterling Gold	Wojko	Anka	RN16	Cherry x Wulf	Cherry Wine (D)	Canda	URCBD 5	Ferimon	Rogue	Joey	18AB092701 (WI)	RNF	Sisters F1	Eletta Campana	Lifter (B)	Pewter River	A2R4 x AC/DC	Earlina 8	Yuma	Elektra 1	Cherry Wine x C	Dead Lights	SC-1	Cobbler	CRS-1	R4 x Wife x Hemp	Otto II (A)	Han-Cold	Brilliance	KG9201	Han-FN-H	Pineberry	Carmagnola Selezionata	Special Sauce (B)	Berry Blossom	Oregon Bush	BaOx (C)	Cherry x 5	Si-1	Wild Horse	Tangerine (C)	TJ's CBD S1 (female)	Vermont Sauce	18AB092101 (WI)	Cherry Wine (standard)	Han-NE	AC/DC x Otto II (A)	Bish Feral	Tangerine (B)	Anka x Logan	Cherry (B)	Nebraska Feral	18AB092801 (WI)	Wolf	Berry Blossom (standard)	Carmagnola	Lifter (A)	FL70	TJ's CBD (B)	A2R4	Hawaiian Haze (B)	TJs CBD S1 (male)	Super Cherry F2	Fermion	FL80	RN19	Victoria	18AB092702 (WI)	RNA Auto	Logan 20	Cherry Wine (A)	Fedora 17	18AB101101 (WI)	Cherry 5	Cherry 308	Cherry x BaOx	Cherry Wine (dwarf)	Sour Space Candy (A)	NWG 331	Hass Hemp	Tygra	FL49	XYZ	Puma	Futura 75	CFX-1	Deschutes	Swift	Picolo	Hawaiian Haze (A)	Marten's Kashong	T-2 (B)	Special Sauce (C)	TJ's CBD (A)	Late Sue (B)	Sisters F2	Hlukhivskii-51	Magic Bullet	CBDawg	FL58	Umpqua	AC/DC x Otto II (B)	VT Cherry	Double Cherries (B)	Green Mountain	FL71	18AB100501 (WI)	Box Wine	Cherry x A	Stout	Cherry x 2	BaOx (A)	NWG Elite	Fresh Start	USO-31 (B)	URCBD 4	AC/DC	A2R4 x Nebraska Feral	NY Cherry	Double Cherries (A)	Elektra (A)	Sour Tsunami	FL71 S1	Cherry 307	Berry Blossom (dwarf)	NY Feral 2019	BaOx (B)	Portugal	Georgina	Hlesia	Suver Haze	KG9202	Cascade	T-1 (B)	ABC	T-2 (A)	URCBD 6	Helena	URCBD 3	Han-NW	Cherry (C)	Felina 32	CFX-2	Special Sauce (A)	URCBD 2	Young Slim	T-1 (A)	Late Sue (A)	AC/DC x Otto II (C)	Dell Riley Field
FL49	0.3023695	0.19687414	0.34757417	0.3211786	0.35257253	0.2169999	0.23611753	0.22291729	0.34855425	0.26697424	0.32860202	0.3218194	0.31410107	0.260299	0.27083594	0.2363663	0.2999245	0.32642177	0.102092154	0.25673524	0.29736716	0.36347458	0.32383713	0.3591486	0.2336768	0.26976097	0.3460052	0.204204	0.34799585	0.29852423	0.26508453	0.3398072	0.24719575	0.31550375	0.24878533	0.31364533	0.31836504	0.34544274	0.2512336	0.3108439	0.35392597	0.34354165	0.24291542	0.23939656	0.20798802	0.33913958	0.31936923	0.35023543	0.24405897	0.35455263	0.3181171	0.2708419	0.25734955	0.3187231	0.2672034	0.31882843	0.32641742	0.35331813	0.29733732	0.24491966	0.25081107	0.2109914	0.3209964	0.26964968	0.33858564	0.30304626	0.2970727	0.3009264	0.25019357	0.26389462	0.3094115	0.2523553	0.3228568	0.23981827	0.21391982	0.24107362	0.28338483	0.33562544	0.29276308	0.3118758	0.24220882	0.25313833	0.2947266	0.3277769	0.21709825	0.2989956	0.31198904	0.32462165	0.24200262	0.32941547	0.2953094	0.3302395	0.33102027	0.3192549	0.19979957	0.33458647	0.26664174	0.10440045	0.23495066	0.29920632	0.25589263	0.30032834	0.28111514	0.3596465	0.091378585	0.22416173	0.31768578	0.31735802	0.2649056	0.33227092	0.19996877	0.34920925	0.319066	0.21574412	0.23058952	0.27536958	0.21662498	0.22391309	0.34306997	0.2649344	0.34904376	0	0.27472097	0.30037516	0.33013976	0.34644032	0.25669003	0.37224066	0.3604854	0.25577015	0.3474027	0.25540462	0.2835627	0.24904244	0.30120364	0.22716668	0.34143114	0.30094862	0.27699843	0.0986436	0.26139772	0.24207766	0.28603336	0.24226804	0.30785078	0.09182254	0.31791195	0.28475466	0.19480073	0.24845272	0.31167948	0.29334655	0.3518523	0.22293738	0.347913	0.30154127	0.30971155	0.3199892	0.25568083	0.23502843	0.23319253	0.21418944	0.093969055	0.17872298	0.2381063	0.27565622	0.32156196	0.36369058	0.3142359	0.34082696	0.25397316	0.2545872	0.22400816	0.2585918	0.17577139	0.24912076	0.28570184	0.3287605	0.25156617	0.29870594	0.31486207	0.35344428	0.34136558	0.329591	0.23640314	0.32029936	0.2782203	0.31692925	0.2870581	0.35665354
XYZ	0.29796487	0.2914178	0.36845937	0.32252648	0.3601582	0.30961925	0.29346576	0.26819232	0.3649017	0.30622828	0.3433363	0.28274077	0.3169495	0.28261173	0.30726418	0.26519966	0.31997523	0.32403812	0.27863535	0.1750006	0.3189103	0.36706886	0.3438138	0.3603529	0.27452907	0.29065654	0.36504796	0.2828563	0.34356686	0.31492022	0.26442996	0.35549363	0.2807822	0.33181864	0.31033736	0.32583746	0.3341191	0.3454176	0.2994096	0.32412612	0.36834157	0.356071	0.24825484	0.2595497	0.29942665	0.3641018	0.3388012	0.37277818	0.29686925	0.35966307	0.34714904	0.30991265	0.30263406	0.3353554	0.28840017	0.31582877	0.29299462	0.3684258	0.3157468	0.29415122	0.2973329	0.26883817	0.314292	0.2826492	0.36065078	0.25339624	0.31538987	0.32110068	0.3215562	0.2857912	0.3373755	0.29392102	0.3373831	0.29463965	0.2931673	0.2972861	0.28859618	0.3373443	0.31651035	0.2513458	0.17440616	0.2981398	0.29553294	0.34152678	0.27961642	0.31803894	0.33317977	0.33452147	0.171289	0.35510612	0.26054454	0.3024407	0.3434584	0.33242288	0.21718363	0.34883174	0.29305336	0.27857798	0.28629363	0.28044325	0.27368674	0.3255286	0.3171396	0.36468175	0.28609422	0.2800886	0.3415113	0.34596065	0.28313664	0.34796968	0.30238044	0.37143397	0.33865547	0.28525972	0.29204988	0.32225457	0.28495672	0.2889347	0.35537475	0.29038218	0.35546732	0.27472097	0	0.32087645	0.35453632	0.36616552	0.28135106	0.36860758	0.3654519	0.28369737	0.3655042	0.18614699	0.29713047	0.28764442	0.32121438	0.28823426	0.36923626	0.31683224	0.31093693	0.28245255	0.27365485	0.28897065	0.276638	0.30112284	0.2968668	0.27370405	0.34563497	0.28897598	0.29287428	0.29155838	0.33750713	0.3063223	0.3506258	0.2806706	0.36383733	0.31506163	0.30858445	0.23764028	0.32147697	0.29558915	0.281603	0.302057	0.2680492	0.2807852	0.3040639	0.2748601	0.31891742	0.36647826	0.34302497	0.360789	0.28593642	0.30684876	0.28471828	0.17110284	0.28001314	0.18206877	0.3322334	0.36040527	0.3153001	0.31869498	0.32941177	0.36452484	0.36515096	0.31911653	0.30751497	0.30860126	0.19016065	0.3229338	0.30874717	0.36499524
Puma	0.3061541	0.30084467	0.31775275	0.27733973	0.33454573	0.3029217	0.30997074	0.30951583	0.3209657	0.32204294	0.31198737	0.30329096	0.27705437	0.31344163	0.31436282	0.3057163	0.23736198	0.30148628	0.30172738	0.31401575	0.29039478	0.34273842	0.30989546	0.32880512	0.31212208	0.30331188	0.32739666	0.31194857	0.31231272	0.25577584	0.3163119	0.3163452	0.3107612	0.2941686	0.29810327	0.30426165	0.31497464	0.3209458	0.3231114	0.28749308	0.33646303	0.3253888	0.2969031	0.31433827	0.31337893	0.3196119	0.2959025	0.31586084	0.2965021	0.32815546	0.30350113	0.3093886	0.2940829	0.29887056	0.3128307	0.28337678	0.30572578	0.3329626	0.23720337	0.3133713	0.30957085	0.31424537	0.28653282	0.3140943	0.31923565	0.30991715	0.3051416	0.23380959	0.3021033	0.2919058	0.26660472	0.31112573	0.3182384	0.31216133	0.31488752	0.31246865	0.2960343	0.30173838	0.24138053	0.32923204	0.2973697	0.28653312	0.3136906	0.31733927	0.30020258	0.25544375	0.30388543	0.3133616	0.29997075	0.31964102	0.31459185	0.32589874	0.31684965	0.31427878	0.29646477	0.31787917	0.31057304	0.3027227	0.28922054	0.30226153	0.311306	0.30674148	0.29641193	0.33751243	0.29955104	0.2924693	0.308751	0.3088171	0.31194854	0.3219877	0.31730837	0.3168238	0.31280378	0.2998336	0.2977302	0.2955285	0.29985654	0.31320477	0.3248441	0.31175047	0.3266513	0.30037516	0.32087645	0	0.31450558	0.32321033	0.2936703	0.34973228	0.34074327	0.31022826	0.3230195	0.3124909	0.30015817	0.3039685	0.29188636	0.29615137	0.31645364	0.315933	0.30723545	0.29921728	0.29747775	0.29764187	0.30524263	0.31827924	0.30889386	0.29985288	0.30867127	0.31437507	0.31317055	0.29502743	0.31235692	0.29038393	0.32667068	0.30796906	0.32399637	0.27303085	0.29108375	0.3064642	0.30368993	0.31379023	0.31436747	0.3173302	0.29834905	0.29893717	0.30197772	0.29222548	0.3057003	0.33623508	0.30325124	0.32467628	0.31275216	0.29543716	0.28895012	0.31195906	0.3138195	0.30015564	0.31078854	0.3122488	0.29194975	0.25978482	0.30790737	0.32541817	0.32054332	0.30192462	0.28745332	0.3137308	0.31001422	0.307899	0.29411262	0.33395833
Futura 75	0.35027894	0.3254248	0.26516816	0.33040679	0.26694506	0.3073175	0.32928613	0.3442403	0.2683149	0.32361278	0.2780764	0.31353566	0.32018128	0.3339281	0.34844264	0.34566414	0.31175908	0.35616145	0.3314208	0.3458922	0.33884934	0.2739368	0.26875466	0.28588095	0.34700114	0.34590307	0.26344672	0.347108	0.3049428	0.30855617	0.3290377	0.25031677	0.34349135	0.29750702	0.32074955	0.35222796	0.28162095	0.2864214	0.34290388	0.3021007	0.26428804	0.28647497	0.32882988	0.32632616	0.34880465	0.26512057	0.26724744	0.25651643	0.32923102	0.27655137	0.27425316	0.3502922	0.32818568	0.29136768	0.34608263	0.32825276	0.3004663	0.259534	0.30998644	0.3417286	0.35175142	0.34160644	0.33485326	0.3291701	0.2607076	0.3483027	0.3473342	0.30976483	0.31244892	0.31516019	0.3056232	0.34399498	0.27076983	0.34370783	0.34938973	0.3513523	0.32732114	0.3009306	0.3114686	0.32047197	0.33064535	0.32440257	0.34330973	0.28058812	0.33480427	0.31559882	0.340047	0.28536975	0.3310809	0.2643778	0.30363974	0.30735227	0.2844058	0.2996289	0.33056596	0.27711704	0.3428783	0.3292719	0.32408005	0.28404394	0.34697327	0.30310985	0.3291573	0.27290407	0.3280446	0.33645633	0.26746538	0.2728974	0.3412394	0.27530944	0.3415252	0.25809416	0.2704784	0.33484504	0.3361873	0.32857776	0.3387568	0.3455163	0.28006387	0.3578132	0.26584807	0.33013976	0.35453632	0.31450558	0	0.26383886	0.3174102	0.27744025	0.27683434	0.35002184	0.26217768	0.34800738	0.3378277	0.33915535	0.33475047	0.3313519	0.26158696	0.35772565	0.34536615	0.32854226	0.3220339	0.3347179	0.33461303	0.33765393	0.32955602	0.33040145	0.26544094	0.33713952	0.340008	0.34189624	0.29775482	0.3326454	0.29573664	0.33958012	0.25990355	0.32055575	0.31571525	0.3121723	0.33229247	0.35588995	0.3464883	0.32448643	0.3333832	0.32929072	0.3333417	0.31718215	0.34402063	0.27551445	0.26307547	0.25448212	0.34554207	0.32678175	0.33516455	0.34515187	0.34226477	0.33285427	0.3096485	0.24986804	0.32960495	0.3041599	0.33792287	0.26926053	0.26080683	0.35472432	0.33914772	0.33558398	0.34520525	0.3493878	0.3359328	0.27132863
CFX-1	0.35821065	0.3378684	0.24565977	0.33087963	0.25602752	0.32074204	0.33590102	0.3546235	0.24343792	0.33729976	0.29726103	0.3194683	0.32412285	0.34626845	0.36029175	0.35977742	0.32257906	0.3640726	0.34520942	0.35666794	0.34807032	0.23269574	0.27781618	0.2550382	0.35681397	0.36007094	0.22499578	0.36290497	0.28911808	0.31591234	0.3484076	0.24222311	0.35442364	0.29760775	0.33642527	0.35998946	0.28542465	0.2851851	0.3549131	0.3108481	0.25882834	0.27718925	0.3420319	0.33917403	0.3614478	0.24147026	0.2788382	0.2480687	0.33894202	0.2528364	0.27916533	0.3587048	0.34390038	0.31372455	0.35720342	0.32757935	0.30908546	0.24021465	0.3225622	0.35115844	0.36436155	0.35633376	0.33817416	0.34095454	0.23620597	0.36381447	0.35877615	0.32163316	0.33048025	0.33103412	0.30196348	0.3544601	0.2896945	0.3581468	0.36323953	0.36439115	0.33679268	0.29638234	0.31851798	0.32752237	0.34408337	0.33734003	0.353562	0.28883916	0.34657598	0.31785625	0.35408166	0.29674256	0.34040135	0.24834454	0.30752638	0.317445	0.28995547	0.31018975	0.34779197	0.29260626	0.35427776	0.3450983	0.33871445	0.29059651	0.3601572	0.2844365	0.33987778	0.25387278	0.34350362	0.34919578	0.27953368	0.2791617	0.35428306	0.27570567	0.3589753	0.24779294	0.27990142	0.34905708	0.34720433	0.33461168	0.34894148	0.35130218	0.2741587	0.3662349	0.25974396	0.34644032	0.36616552	0.32321033	0.26383886	0	0.33190614	0.2422582	0.2395821	0.35658404	0.22392052	0.35891107	0.3505263	0.35233435	0.35001212	0.34541002	0.2472191	0.3682526	0.35681868	0.34370604	0.3330888	0.3472786	0.34629527	0.35743052	0.33635074	0.34447792	0.27661082	0.35280386	0.35636267	0.3510422	0.3041324	0.34147605	0.28176194	0.35630745	0.23586689	0.32614264	0.32465637	0.31796524	0.34267613	0.36864728	0.35654905	0.34137332	0.34801248	0.35096565	0.34683642	0.32877436	0.35682487	0.23648857	0.27627075	0.234242	0.3542553	0.33903888	0.3468504	0.35719115	0.36025923	0.34403214	0.31952474	0.26686692	0.34251675	0.31141984	0.35115707	0.26293805	0.23153391	0.36020884	0.34867865	0.3495206	0.3550278	0.3636766	0.3485951	0.25613222
Deschutes	0.28612623	0.27483672	0.33336964	0.31377897	0.34518883	0.2799501	0.27944165	0.24394408	0.33662257	0.29912683	0.31808454	0.30902955	0.3053741	0.282058	0.29763412	0.27991742	0.29347724	0.32055417	0.26438242	0.27117693	0.30718628	0.35001534	0.3098944	0.3470726	0.26016754	0.2867221	0.33377013	0.27434742	0.33558312	0.29206106	0.29014567	0.3282552	0.26973593	0.31111756	0.29560617	0.31489238	0.3013436	0.3360909	0.30613342	0.3079231	0.34156024	0.34133837	0.27762118	0.27285483	0.28597116	0.33365464	0.30854723	0.33584782	0.22863337	0.34011647	0.307617	0.29141015	0.28481883	0.3169305	0.2727926	0.31405097	0.3098344	0.34720612	0.2913901	0.2657645	0.28604195	0.26236227	0.31989846	0.26915634	0.326656	0.29912108	0.29682902	0.2943995	0.2827561	0.16926093	0.3069607	0.26278278	0.31444553	0.27937236	0.28588486	0.2979898	0.27874514	0.32196987	0.2872687	0.31965655	0.25426173	0.2521849	0.30753148	0.32288942	0.26374972	0.29613954	0.31086534	0.31795514	0.25658143	0.3186516	0.31051424	0.32968596	0.32261905	0.32251143	0.2553124	0.32403138	0.26367623	0.2623281	0.24158575	0.29272422	0.2525287	0.27744114	0.2818038	0.34646603	0.25788102	0.28270403	0.3114218	0.31044838	0.27111924	0.32217503	0.29062715	0.33623913	0.3100969	0.26102957	0.26753837	0.2946754	0.2583586	0.2610134	0.33475444	0.3112507	0.33750963	0.25669003	0.28135106	0.2936703	0.3174102	0.33190614	0	0.35812578	0.3493315	0.26390034	0.335601	0.27603737	0.27938497	0.25640666	0.30954808	0.29074335	0.33312806	0.30581668	0.29265964	0.26197672	0.18010385	0.27127385	0.27379778	0.29616222	0.30504364	0.2607947	0.3080355	0.300475	0.27610868	0.29577565	0.30597565	0.2896	0.34512815	0.25692698	0.33192962	0.2824281	0.29801604	0.3052249	0.2928644	0.28444013	0.26329634	0.29711437	0.2601758	0.256202	0.2852617	0.27021864	0.31156963	0.35114706	0.30344543	0.32896993	0.25940242	0.26325825	0.2612383	0.27237964	0.26729253	0.2629642	0.30790922	0.32863918	0.28298658	0.29331744	0.32112634	0.34343654	0.32827884	0.31964317	0.29131517	0.29956257	0.27629045	0.32269326	0.29131073	0.3435102
Swift	0.37128577	0.3643124	0.26295808	0.34246716	0.2587704	0.34819266	0.35656717	0.36775184	0.26130402	0.34010434	0.31266552	0.33134916	0.33502734	0.35725656	0.37027347	0.37265348	0.34841564	0.3710354	0.3731904	0.3699531	0.37249663	0.23344718	0.29494897	0.2542139	0.36847395	0.37079337	0.23134363	0.37586397	0.29293367	0.34183687	0.35929674	0.26176867	0.36198485	0.31792593	0.35640725	0.37093648	0.30116373	0.2823688	0.35872266	0.32687765	0.26088345	0.28120694	0.36389548	0.34564164	0.37747502	0.27020505	0.30179176	0.2645847	0.36441234	0.2598269	0.30521905	0.36813536	0.36655563	0.32366207	0.36485335	0.33529902	0.31750542	0.24662551	0.34555024	0.36377713	0.37246254	0.36942512	0.3336231	0.35068262	0.2609999	0.37266254	0.36811352	0.3483776	0.35333592	0.3542429	0.32698643	0.36564985	0.3047356	0.36884385	0.37304837	0.3711546	0.35752696	0.3049185	0.34782404	0.32388175	0.3682267	0.36160758	0.36168826	0.29705188	0.37442377	0.34232786	0.36551625	0.30587232	0.3663306	0.27913293	0.32037038	0.31322122	0.30042362	0.31798846	0.37283054	0.30205214	0.36420318	0.37244532	0.36307004	0.30874082	0.36767927	0.30733767	0.36627617	0.2552381	0.3690672	0.37255424	0.29583517	0.30389228	0.36253667	0.2893936	0.37045833	0.25966436	0.29263207	0.37748134	0.37278178	0.36519986	0.37333748	0.36665592	0.28485698	0.37523943	0.25932533	0.37224066	0.36860758	0.34973228	0.27744025	0.2422582	0.35812578	0	0.23227985	0.3706849	0.23434749	0.36877465	0.3609331	0.363898	0.37194383	0.36905527	0.2634789	0.3795652	0.36579794	0.37119916	0.35809565	0.37241364	0.36045372	0.36702806	0.3459262	0.36951074	0.2984497	0.36420244	0.37254974	0.37414783	0.3236849	0.36788532	0.2838986	0.3683361	0.25429553	0.34624976	0.3424052	0.32782823	0.36655706	0.37937886	0.36749285	0.3522212	0.3708318	0.37198323	0.36959413	0.35400873	0.36468384	0.22626925	0.29439542	0.25551632	0.36487886	0.36799666	0.37434274	0.3680183	0.37200525	0.36775577	0.3303776	0.28695256	0.35564905	0.33121365	0.35957083	0.26282644	0.24799378	0.37252423	0.36299115	0.36019138	0.36622855	0.3715741	0.36903173	0.26567852
Picolo	0.3636987	0.35196832	0.26332048	0.33702356	0.25359467	0.3389222	0.3539566	0.3565625	0.26191318	0.33842683	0.30086783	0.33099034	0.32934454	0.34637314	0.36203665	0.36261657	0.33893836	0.36506125	0.35877424	0.3620629	0.36417872	0.23478799	0.29583782	0.25039187	0.35992563	0.3601048	0.2351114	0.36682177	0.29610625	0.33276165	0.34483796	0.26274192	0.3542215	0.31711403	0.34660244	0.36142772	0.30140036	0.28521645	0.3582873	0.32543072	0.25577846	0.27850744	0.3523976	0.33678502	0.36686704	0.26386288	0.29667285	0.25949958	0.3539653	0.25582486	0.29862505	0.35947844	0.35678592	0.3152996	0.35660332	0.3356476	0.3266176	0.25362146	0.3357975	0.3534472	0.36150208	0.35816795	0.34359065	0.34156856	0.25843996	0.3636676	0.35719535	0.3384359	0.34709546	0.345168	0.31601012	0.35654613	0.29453945	0.35881215	0.36312973	0.3609123	0.35565653	0.3030037	0.33824304	0.3286424	0.35905656	0.35030812	0.35173818	0.30308202	0.36545008	0.33691007	0.35506478	0.31227037	0.35860747	0.2758724	0.31530634	0.3166418	0.30233192	0.30876034	0.36475506	0.29197836	0.35672334	0.35779268	0.35295007	0.30510023	0.36231935	0.30053395	0.35274556	0.25815278	0.35658044	0.36324376	0.29250902	0.2951336	0.3552848	0.29429546	0.3572145	0.26134327	0.29556248	0.3661445	0.36201164	0.35319844	0.36295304	0.3546482	0.27747083	0.36617792	0.26106682	0.3604854	0.3654519	0.34074327	0.27683434	0.2395821	0.3493315	0.23227985	0	0.362805	0.23308802	0.3618882	0.35187805	0.35302526	0.365699	0.35520253	0.26645434	0.36959973	0.35751167	0.35764405	0.35083762	0.36338145	0.35134512	0.3555684	0.3366581	0.3602252	0.2890283	0.3550458	0.36014026	0.3660272	0.31907332	0.35781658	0.28582874	0.35532475	0.25613695	0.34249994	0.34254745	0.33958536	0.35441703	0.37144887	0.35961133	0.3419813	0.36196616	0.3606394	0.3592985	0.3414908	0.36098167	0.23025168	0.2910202	0.25881675	0.35410455	0.35655397	0.3646166	0.35942402	0.35940385	0.35895902	0.32201442	0.28279173	0.345527	0.32817513	0.35158685	0.2624094	0.24418662	0.36512685	0.3494635	0.3504992	0.35502028	0.364245	0.36225268	0.26260832
Hawaiian Haze (A)	0.27429956	0.28527325	0.35957247	0.31793967	0.3613171	0.29274082	0.28823793	0.24490774	0.36094344	0.30271456	0.33239287	0.32802245	0.31761637	0.26778927	0.29673305	0.25168806	0.3088945	0.31015047	0.26087877	0.2760699	0.31629154	0.36408538	0.3395258	0.35575518	0.2131968	0.2422169	0.36274868	0.27272624	0.3468106	0.31179538	0.3105119	0.35437542	0.2417784	0.33224314	0.29955608	0.30825114	0.33478293	0.34661078	0.29447678	0.32938978	0.36544904	0.35153818	0.29166964	0.2808525	0.2766026	0.3587612	0.33780843	0.35832587	0.28055948	0.3535126	0.3370821	0.2857808	0.2866563	0.32475922	0.21969658	0.32233667	0.33505142	0.37167627	0.31332505	0.19829868	0.25317243	0.22763625	0.32230407	0.25705567	0.3556683	0.29852316	0.28827807	0.30972654	0.28152102	0.2690025	0.3239873	0.23906161	0.33433637	0.23998071	0.28730568	0.27944666	0.29313114	0.33380884	0.30734164	0.32696927	0.27460515	0.28280255	0.2902222	0.3523116	0.24850868	0.30821884	0.32227758	0.3450064	0.27348998	0.35290015	0.32031938	0.34761894	0.35031322	0.3358678	0.24608439	0.3414043	0.21186824	0.25274643	0.27226168	0.3175395	0.18894857	0.3128482	0.27217793	0.3614133	0.25807625	0.27740362	0.34045404	0.34026304	0.2218691	0.34500915	0.27097645	0.3605098	0.3441488	0.25913718	0.28407192	0.27530757	0.22723727	0.213536	0.34955418	0.29089767	0.3515731	0.25577015	0.28369737	0.31022826	0.35002184	0.35658404	0.26390034	0.3706849	0.362805	0	0.36065024	0.26974887	0.25737596	0.27242744	0.3197851	0.28332227	0.35960466	0.2997875	0.25930792	0.2524451	0.26815838	0.28275445	0.26550296	0.2603043	0.30429837	0.25618967	0.33891183	0.3003224	0.24584185	0.29063937	0.33386442	0.30089456	0.35621786	0.2459283	0.36405745	0.30629924	0.30980042	0.32143137	0.31267285	0.28747052	0.1992508	0.273553	0.25410748	0.25831482	0.29408747	0.2948261	0.31051314	0.3603441	0.33233693	0.35819778	0.21026796	0.2528915	0.24769	0.27425343	0.23619404	0.27842706	0.3164714	0.34628975	0.28541955	0.3141621	0.32996747	0.3554449	0.36021462	0.30814284	0.274851	0.30806834	0.27923712	0.31683686	0.29387277	0.36174434
Marten's Kashong	0.35937262	0.3413631	0.24560031	0.34005776	0.25527465	0.32714728	0.34505612	0.36149526	0.24115421	0.3376962	0.3038057	0.3154483	0.33175716	0.3503933	0.36502847	0.36272097	0.32629925	0.36003247	0.3467121	0.36139315	0.34783792	0.23193932	0.2787182	0.2441513	0.36223024	0.3639436	0.21810615	0.36812487	0.2973182	0.31943378	0.3457114	0.24528807	0.35542426	0.30662265	0.3321509	0.36343524	0.28607085	0.2850157	0.36041668	0.31607515	0.2515494	0.26995084	0.34627476	0.3373622	0.36605015	0.23829299	0.2857143	0.23309834	0.3415954	0.25970206	0.28042832	0.35880145	0.34489492	0.3172332	0.354013	0.33821562	0.31003997	0.23779127	0.32753646	0.3559185	0.36775777	0.36085066	0.34605926	0.34751844	0.24594457	0.36057782	0.3640845	0.3242354	0.33264598	0.3342484	0.29889074	0.36016852	0.29768097	0.36351871	0.3670167	0.36595577	0.34373152	0.301955	0.32839856	0.32689372	0.3449534	0.34234077	0.3557282	0.29163748	0.35383654	0.32348955	0.3558215	0.29917735	0.34412095	0.2569435	0.31505808	0.3160407	0.28952554	0.3087514	0.3514769	0.2968855	0.35687387	0.3460197	0.34216833	0.2876629	0.36406112	0.28775936	0.3442392	0.25237083	0.344098	0.34896454	0.27534044	0.27975485	0.3563773	0.27542776	0.3625199	0.24388678	0.28002378	0.35248485	0.34879127	0.3377558	0.35321906	0.35391942	0.27542472	0.3600887	0.26072437	0.3474027	0.3655042	0.3230195	0.26217768	0.22392052	0.335601	0.23434749	0.23308802	0.36065024	0	0.36170185	0.35197926	0.35789248	0.34730124	0.34359163	0.24377635	0.37328103	0.3586728	0.34567335	0.33808023	0.35278943	0.35568905	0.36099663	0.3384198	0.34488395	0.27676126	0.3560836	0.36405194	0.34542254	0.3035489	0.3393235	0.2854859	0.35824603	0.23983237	0.3332428	0.33142307	0.3237853	0.34762955	0.37183705	0.35860506	0.33978748	0.348645	0.3461869	0.3453285	0.3301108	0.36006415	0.21791294	0.27538842	0.24135748	0.35771194	0.34355	0.34747526	0.36096618	0.36378488	0.34621036	0.32277915	0.26196343	0.35108835	0.31661326	0.35895017	0.25654012	0.23108679	0.36423254	0.34978575	0.35360667	0.35924697	0.36272216	0.34571588	0.25873795
T-2 (B)	0.28950775	0.2857438	0.35841575	0.31441423	0.35672995	0.2996077	0.2911227	0.2600154	0.35769784	0.30797952	0.33089715	0.3091183	0.30878568	0.28077003	0.2969389	0.26595622	0.31150448	0.31784847	0.26170233	0.13618131	0.3033896	0.36116764	0.3363768	0.35782793	0.25275663	0.27759826	0.36297157	0.27052206	0.34767738	0.30505663	0.23988347	0.35385373	0.26462775	0.33088034	0.30091292	0.31752443	0.3356938	0.34659398	0.30552867	0.32524085	0.3616962	0.34662038	0.24613377	0.23464866	0.29139695	0.35841385	0.3306153	0.36333758	0.28650624	0.35380766	0.3384444	0.29683417	0.29605895	0.3290388	0.27268407	0.32070166	0.31641367	0.37457266	0.3072406	0.27538776	0.27662152	0.23864286	0.32080266	0.27598247	0.34950408	0.24796824	0.3092846	0.312379	0.3102018	0.28780887	0.3256681	0.27745795	0.32877466	0.28735074	0.27281547	0.28322864	0.27275908	0.32791877	0.3067397	0.2932786	0.13942441	0.28734258	0.2818062	0.35025743	0.262457	0.3107334	0.32255054	0.34367177	0.13791333	0.3477124	0.28478414	0.32430968	0.3520972	0.32179943	0.23750983	0.3399834	0.28148392	0.26051658	0.27397785	0.29573596	0.26220775	0.3169601	0.3040539	0.3604651	0.2618462	0.2674011	0.33327013	0.3378372	0.27762538	0.3493463	0.28217968	0.36332327	0.33852857	0.27582946	0.2786046	0.3106073	0.2616769	0.2669295	0.3494486	0.28594324	0.34962025	0.25540462	0.18614699	0.3124909	0.34800738	0.35891107	0.27603737	0.36877465	0.3618882	0.26974887	0.36170185	0	0.29231784	0.27359682	0.3084536	0.27729312	0.35910493	0.30434683	0.296374	0.2656913	0.28205281	0.27652162	0.26220652	0.293559	0.27323765	0.2571187	0.3398864	0.2625486	0.27545086	0.28583336	0.32130522	0.29091382	0.3540661	0.25177044	0.3549438	0.31272274	0.30537066	0.27763078	0.30823082	0.2797333	0.26740453	0.29169548	0.25510705	0.27544045	0.298213	0.27410161	0.31432703	0.36449394	0.3354783	0.3541427	0.26547787	0.28907722	0.27230003	0.13705567	0.26409158	0.15916541	0.32177195	0.35165468	0.30573326	0.30929366	0.32193103	0.36091956	0.35887903	0.31271362	0.29547405	0.30061543	0.18641102	0.31085292	0.3081229	0.35855857
